respondent_id,race,gender,sexual_orientation,education,employment,income,age,ethnicity,state
93446,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 10k 25k,32,non-hispanic,New Jersey
151514,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 100k 150k,78,non-hispanic,Arkansas
324842,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 100k 150k,85,non-hispanic,Maine
84754,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: None,Highest Grade: College One to Three,Employment Status: Employed For Wages,Skip,39,hispanic,Idaho
298425,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 35k 50k,96,non-hispanic,Delaware
261178,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Prefer Not To Answer,Annual Income: 50k 75k,93,non-hispanic,Ohio
364649,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work Less Than One,Annual Income: 150k 200k,51,non-hispanic,New Jersey
219604,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,53,hispanic,Missouri
349243,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Bisexual,Highest Grade: Twelve Or GED,Prefer Not To Answer,Annual Income: 50k 75k,117,non-hispanic,Indiana
170155,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 75k 100k,65,non-hispanic,Michigan
137789,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,76,non-hispanic,Ohio
127118,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Out Of Work Less Than One,Annual Income: 75k 100k,89,hispanic,South Dakota
262686,Other,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Skip,Annual Income: less 10k,63,non-hispanic,Iowa
149981,What Race Ethnicity: White,Gender Identity: Man,Prefer Not To Answer,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 75k 100k,43,non-hispanic,Idaho
141794,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Out Of Work One Or More,Skip,41,non-hispanic,Georgia
243757,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Skip,Employment Status: Retired,Annual Income: 35k 50k,62,non-hispanic,Arkansas
286721,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: 75k 100k,82,non-hispanic,Washington
195338,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Student,Annual Income: less 10k,110,non-hispanic,Pennsylvania
109264,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Homemaker,Annual Income: 50k 75k,62,non-hispanic,Arkansas
249220,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Bisexual,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 75k 100k,98,non-hispanic,South Carolina
359348,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 35k 50k,102,non-hispanic,Massachusetts
294011,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 35k 50k,105,non-hispanic,Utah
91137,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: 150k 200k,91,non-hispanic,South Carolina
50025,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 50k 75k,27,non-hispanic,Pennsylvania
359277,What Race Ethnicity: Hispanic,Gender Identity: Woman,Skip,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 35k 50k,40,hispanic,Minnesota
27231,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: 100k 150k,40,non-hispanic,Oklahoma
30423,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Skip,106,non-hispanic,South Carolina
5530,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Homemaker,Prefer Not To Answer,79,non-hispanic,Arkansas
301166,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 100k 150k,21,non-hispanic,California
364860,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Homemaker,Annual Income: more 200k,97,non-hispanic,Delaware
275828,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: more 200k,107,non-hispanic,Alaska
164560,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Prefer Not To Answer,91,non-hispanic,Georgia
309636,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 10k 25k,49,non-hispanic,Illinois
308662,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Out Of Work One Or More,Skip,48,non-hispanic,Delaware
214261,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Prefer Not To Answer,Skip,79,hispanic,Indiana
254384,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Student,Prefer Not To Answer,20,non-hispanic,Hawaii
18198,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Homemaker,Prefer Not To Answer,28,hispanic,North Dakota
165759,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Unable To Work,Annual Income: more 200k,98,non-hispanic,Tennessee
317069,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: 10k 25k,26,hispanic,Vermont
274654,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: less 10k,84,non-hispanic,Vermont
163278,What Race Ethnicity: White,Gender Identity: Woman,Prefer Not To Answer,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 150k 200k,23,non-hispanic,Texas
102738,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Skip,36,non-hispanic,Maryland
76431,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: less 10k,95,hispanic,Georgia
320630,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Unable To Work,Annual Income: 100k 150k,24,non-hispanic,New Mexico
219432,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Bisexual,Highest Grade: Advanced Degree,Employment Status: Student,Annual Income: 10k 25k,75,non-hispanic,Wisconsin
336668,What Race Ethnicity: Black,Skip,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: less 10k,53,non-hispanic,Ohio
106460,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Prefer Not To Answer,Annual Income: 10k 25k,26,non-hispanic,South Carolina
261700,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Skip,Employment Status: Employed For Wages,Annual Income: 50k 75k,47,non-hispanic,Nevada
234614,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Prefer Not To Answer,Employment Status: Self Employed,Prefer Not To Answer,63,hispanic,California
24239,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Retired,Annual Income: 35k 50k,98,non-hispanic,Texas
271255,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Student,Skip,87,non-hispanic,Wisconsin
155507,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: 25k 35k,35,non-hispanic,Alabama
62632,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Homemaker,Annual Income: 75k 100k,30,non-hispanic,Idaho
356848,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: less 10k,111,non-hispanic,Indiana
30023,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Skip,77,hispanic,Rhode Island
313847,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Homemaker,Skip,40,non-hispanic,California
73076,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,40,non-hispanic,Montana
339163,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Prefer Not To Answer,32,non-hispanic,Vermont
83343,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: less 10k,25,non-hispanic,West Virginia
160783,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 25k 35k,49,non-hispanic,Minnesota
281803,What Race Ethnicity: Black,Gender Identity: Woman,Skip,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 50k 75k,100,non-hispanic,Nebraska
3456,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: more 200k,79,non-hispanic,District of Columbia
229439,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Prefer Not To Answer,119,non-hispanic,Montana
334151,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: less 10k,118,non-hispanic,Utah
290358,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 150k 200k,81,non-hispanic,Montana
168192,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 25k 35k,44,non-hispanic,New Hampshire
68648,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 10k 25k,57,hispanic,California
83113,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 75k 100k,29,hispanic,Pennsylvania
96890,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 100k 150k,85,non-hispanic,Arkansas
83751,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: less 10k,91,non-hispanic,Virginia
350184,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: more 200k,101,non-hispanic,Wisconsin
192301,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,59,non-hispanic,Texas
253605,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Skip,43,non-hispanic,Florida
248487,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,93,non-hispanic,Missouri
253071,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 150k 200k,39,non-hispanic,Indiana
367386,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,35,non-hispanic,Oklahoma
126395,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Employed For Wages,Annual Income: 150k 200k,91,non-hispanic,Idaho
243272,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Prefer Not To Answer,Annual Income: 35k 50k,82,non-hispanic,Maryland
91792,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Skip,93,non-hispanic,South Dakota
166403,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Prefer Not To Answer,53,non-hispanic,Ohio
99997,What Race Ethnicity: Black,Gender Identity: Man,Prefer Not To Answer,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 75k 100k,94,non-hispanic,Nebraska
330647,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Gay,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 25k 35k,61,non-hispanic,Hawaii
80303,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Prefer Not To Answer,67,non-hispanic,Pennsylvania
349428,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 100k 150k,100,non-hispanic,Texas
296897,What Race Ethnicity: White,Skip,Skip,Highest Grade: Nine Through Eleven,Employment Status: Retired,Annual Income: 10k 25k,48,non-hispanic,Maryland
207789,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: less 10k,49,hispanic,Alaska
232801,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: less 10k,95,non-hispanic,Hawaii
93020,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: 10k 25k,119,non-hispanic,South Carolina
268523,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Homemaker,Annual Income: 50k 75k,31,hispanic,Nevada
54062,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: more 200k,73,non-hispanic,Pennsylvania
75321,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 50k 75k,44,hispanic,Alabama
333420,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Annual Income: less 10k,26,hispanic,Indiana
309538,Other,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,78,non-hispanic,Louisiana
13891,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: less 10k,57,hispanic,New Hampshire
279917,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: 10k 25k,105,non-hispanic,Montana
205009,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Homemaker,Annual Income: 10k 25k,118,non-hispanic,Oregon
286649,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work Less Than One,Annual Income: 75k 100k,66,non-hispanic,North Carolina
96583,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Employed For Wages,Annual Income: less 10k,30,non-hispanic,Pennsylvania
95451,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Annual Income: 35k 50k,87,non-hispanic,Wyoming
4280,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,42,non-hispanic,Utah
50727,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,26,hispanic,Alaska
230291,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 25k 35k,80,hispanic,Indiana
12463,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 50k 75k,96,non-hispanic,Montana
37343,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 35k 50k,85,non-hispanic,Washington
141199,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 150k 200k,93,hispanic,Wisconsin
23726,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 25k 35k,116,non-hispanic,South Dakota
95013,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Self Employed,Annual Income: 50k 75k,83,non-hispanic,Utah
297087,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: less 10k,59,non-hispanic,Rhode Island
153726,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Skip,45,non-hispanic,Utah
223924,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 50k 75k,88,non-hispanic,Arizona
257343,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 25k 35k,22,non-hispanic,Ohio
201333,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Skip,Skip,49,non-hispanic,Oregon
211931,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Retired,Annual Income: 75k 100k,109,hispanic,Kansas
302590,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,88,non-hispanic,Indiana
75562,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 75k 100k,79,non-hispanic,South Carolina
62403,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 50k 75k,33,non-hispanic,Indiana
299690,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 75k 100k,61,hispanic,Idaho
133502,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Retired,Annual Income: less 10k,89,hispanic,Colorado
66818,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: more 200k,88,non-hispanic,Iowa
15518,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Skip,54,non-hispanic,Ohio
334678,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 100k 150k,39,non-hispanic,North Dakota
358201,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,62,non-hispanic,Tennessee
54652,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Skip,80,non-hispanic,North Dakota
191388,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Prefer Not To Answer,69,non-hispanic,Pennsylvania
133009,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 75k 100k,42,non-hispanic,Texas
114945,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 150k 200k,58,non-hispanic,Alaska
324749,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 100k 150k,20,hispanic,Michigan
49823,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Prefer Not To Answer,Employment Status: Retired,Annual Income: 100k 150k,115,non-hispanic,Arizona
23380,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,82,non-hispanic,Indiana
130916,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Homemaker,Annual Income: 10k 25k,59,non-hispanic,Hawaii
106133,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,34,non-hispanic,Kentucky
159100,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Skip,109,hispanic,Minnesota
86141,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 10k 25k,91,non-hispanic,Ohio
25653,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 75k 100k,88,non-hispanic,Virginia
144164,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: 25k 35k,81,non-hispanic,Vermont
88412,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: less 10k,67,non-hispanic,Louisiana
58749,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: less 10k,100,non-hispanic,North Carolina
338119,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Self Employed,Annual Income: 100k 150k,53,non-hispanic,California
318637,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 50k 75k,54,non-hispanic,Alabama
16861,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: more 200k,114,hispanic,Virginia
93972,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 25k 35k,95,non-hispanic,Delaware
11163,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: One Through Four,Employment Status: Employed For Wages,Annual Income: 10k 25k,64,non-hispanic,District of Columbia
159612,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Prefer Not To Answer,55,non-hispanic,Idaho
202477,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 10k 25k,63,non-hispanic,Mississippi
256959,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Homemaker,Annual Income: 10k 25k,83,non-hispanic,Wisconsin
4875,More than one race/ethnicity,Gender Identity: Man,Prefer Not To Answer,Highest Grade: Nine Through Eleven,Employment Status: Retired,Skip,96,non-hispanic,Indiana
58159,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 75k 100k,109,non-hispanic,Colorado
280910,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Prefer Not To Answer,Annual Income: 75k 100k,65,non-hispanic,Mississippi
154128,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Student,Prefer Not To Answer,23,non-hispanic,Wisconsin
136114,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 35k 50k,93,non-hispanic,Hawaii
284407,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 10k 25k,86,non-hispanic,North Carolina
165241,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 10k 25k,112,non-hispanic,New York
357851,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Self Employed,Annual Income: 50k 75k,33,non-hispanic,Kansas
92087,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Skip,66,non-hispanic,Kansas
